nodes_table_size,root_table_size,poids_table_size,db_size,nodes_count,root_count,poids_count,tree_build_time
119767040,3481600,58122240,306557743,577873,1131,288768,0.9474370999960229
119947264,3489792,58122240,306934575,578895,1133,289280,0.9481478999950923
120119296,3497984,58122240,307262255,579917,1135,289792,0.9173651000019163
120299520,3497984,58122240,307630895,580939,1137,290304,0.8529507999919588
120471552,3506176,58122240,307974959,581961,1139,290816,0.9627930999995442
120643584,3514368,58122240,308310831,582983,1141,291328,0.9023667000001296
120815616,3514368,58122240,308663087,584005,1143,291840,0.9290746999904513
121004032,3522560,58122240,309023535,585027,1145,292352,0.9690406000008807
121184256,3530752,58122240,309400367,586049,1147,292864,0.9130978000030154
121356288,3530752,58122240,309719855,587071,1149,293376,0.9612631000054535
121544704,3538944,58130432,310088495,588093,1151,293888,0.9125598999962676
121716736,3547136,58130432,310457135,589115,1153,294400,1.0138971999986097
121888768,3547136,58138624,310784815,590137,1155,294912,0.878925099998014
122068992,3555328,58138624,311161647,591159,1157,295424,1.0092225999978837
122224640,3563520,58146816,311489327,592181,1159,295936,0.9677980999986175
122396672,3563520,58146816,311817007,593203,1161,296448,0.8314841000101296
122576896,3571712,58146816,312193839,594225,1163,296960,1.0774452000041492
122740736,3579904,58146816,312513327,595247,1165,297472,0.8983159000054002
122912768,3579904,58146816,312873775,596269,1167,297984,0.9653056000097422
123076608,3588096,58155008,313217839,597291,1169,298496,0.9862846000032732
123248640,3596288,58171392,313561903,598313,1171,299008,0.8988118999986909
123428864,3596288,58179584,313930543,599335,1173,299520,0.9118635000049835
123609088,3604480,58195968,314307375,600357,1175,300032,0.8593638000020292
123772928,3612672,58253312,314716975,601379,1177,300544,0.8242105999961495
123953152,3612672,58261504,315052847,602401,1179,301056,0.9270812000031583
124133376,3620864,58269696,315413295,603423,1181,301568,0.829532299991115
124305408,3629056,58294272,315806511,604445,1183,302080,0.9169724000093993
124477440,3629056,58335232,316166959,605467,1185,302592,0.9097056000027806
